"G63"	"G66"	0.734606889593434
"G66"	"G63"	0.636905709223118
"G1"	"G15"	0.632056429073986
"G63"	"G70"	0.434425970875705
"G38"	"G83"	0.387066374227635
"G91"	"G89"	0.375296435179046
"G18"	"G32"	0.371790877705891
"G89"	"G92"	0.366091842032634
"G15"	"G1"	0.347966106874242
"G32"	"G8"	0.344185725161822
"G66"	"G68"	0.343827987261734
"G18"	"G16"	0.342526241638059
"G23"	"G21"	0.333772847739211
"G31"	"G30"	0.333705218198882
"G37"	"G93"	0.331670319932322
"G99"	"G81"	0.326157895882487
"G32"	"G42"	0.317715569515528
"G47"	"G10"	0.305027799809856
"G43"	"G82"	0.282222652866998
"G93"	"G14"	0.279222805452735
"G5"	"G40"	0.27146687571253
"G66"	"G62"	0.271125665040017
"G81"	"G87"	0.268874900081512
"G30"	"G31"	0.264301471171968
"G93"	"G37"	0.261313971783144
"G18"	"G6"	0.259948698753462
"G41"	"G97"	0.259612308875308
"G81"	"G88"	0.255640312220454
"G89"	"G91"	0.243271391588946
"G63"	"G60"	0.240316403012291
"G47"	"G50"	0.239645174339356
"G65"	"G57"	0.238005954079039
"G79"	"G23"	0.236346428354906
"G99"	"G2"	0.231025367044835
"G18"	"G46"	0.229469507695824
"G85"	"G24"	0.229205330854129
"G23"	"G79"	0.221551030806983
"G16"	"G77"	0.220332515011439
"G32"	"G18"	0.214522228949529
"G16"	"G18"	0.211459363603881
"G63"	"G65"	0.211048459889743
"G40"	"G5"	0.210548512180794
"G41"	"G39"	0.209488206837605
"G38"	"G14"	0.200338137067124
"G41"	"G64"	0.195552531867651
"G6"	"G49"	0.194697433537327
"G2"	"G1"	0.193954667317219
"G14"	"G38"	0.19119166942103
"G88"	"G36"	0.190000863694335
"G66"	"G64"	0.188766902277259
"G24"	"G85"	0.186792174254064
"G66"	"G56"	0.183905564366049
"G48"	"G25"	0.180281723143377
"G18"	"G59"	0.179457335900134
"G16"	"G9"	0.178337731050871
"G38"	"G85"	0.177315529135736
"G81"	"G99"	0.175333258325503
"G32"	"G39"	0.169638202964847
"G14"	"G93"	0.15784562776957
"G99"	"G20"	0.156102412810215
"G87"	"G81"	0.151952503921992
"G41"	"G46"	0.149963627379539
"G16"	"G80"	0.147210456664274
"G41"	"G45"	0.146709669859817
"G31"	"G36"	0.145505385893572
"G66"	"G57"	0.142362986076902
"G5"	"G43"	0.141478833992258
"G5"	"G80"	0.140146129145878
"G51"	"G87"	0.139251867680991
"G6"	"G18"	0.1387885961287
"G45"	"G28"	0.136306506884794
"G88"	"G52"	0.135427964295111
"G92"	"G89"	0.135156367838834
"G32"	"G41"	0.135090426376038
"G1"	"G2"	0.13265713874986
"G40"	"G17"	0.127217356634137
"G37"	"G97"	0.126687314466147
"G54"	"G3"	0.126112696299808
"G82"	"G43"	0.125467549605612
"G32"	"G59"	0.125464234486313
"G28"	"G98"	0.124299075638117
"G86"	"G82"	0.121022824392231
"G71"	"G75"	0.12066147490288
"G23"	"G40"	0.119617322285113
"G28"	"G45"	0.118196473827645
"G5"	"G49"	0.116992936951292
"G25"	"G48"	0.116723303611507
"G36"	"G34"	0.116213330572989
"G66"	"G65"	0.114982841922197
"G93"	"G51"	0.114473017755656
"G80"	"G5"	0.113974236186561
"G42"	"G13"	0.111538145148759
"G30"	"G28"	0.111190082315936
"G99"	"G5"	0.110790542107766
"G40"	"G23"	0.110744205339997
"G23"	"G99"	0.109244422094097
"G37"	"G91"	0.105695146723843
"G76"	"G52"	0.105397564949541
"G70"	"G63"	0.105173415878712
"G8"	"G17"	0.105160482541807
"G83"	"G38"	0.103941391252495
"G17"	"G41"	0.102822431861546
"G10"	"G47"	0.102581785662859
"G88"	"G20"	0.100943955197895
"G8"	"G37"	0.100710328578829
"G41"	"G17"	0.0996309983432873
"G18"	"G50"	0.0989635812445381
"G21"	"G79"	0.0983139569960426
"G23"	"G9"	0.0978023264842956
"G93"	"G96"	0.0957180575497988
"G64"	"G61"	0.0937178121636579
